t_s,cmd_speed_cm_s,cmd_steer_deg,enc_speed_cm_s,enc_cmd_speed_cm_s,yaw_deg
0.0000,-9.5367431640625e-06,0.0,0.032,41112.598,354.8
0.0738,-0.4918273289998373,0.0,0.032,41112.598,354.8
0.0789,-0.5257097880045573,0.0,0.032,41112.598,354.8
0.0894,-0.596165657043457,0.0,0.032,41112.598,354.8
0.0946,-0.6304136912027996,0.0,0.032,41112.598,354.8
0.0997,-0.6644058227539062,0.0,0.032,41112.598,354.8
0.1065,-0.7097768783569336,0.0,0.032,41112.598,354.8
0.1133,-0.7554896672566731,0.0,0.032,41112.598,354.8
0.1184,-0.7894992828369141,0.0,0.032,41112.598,354.8
0.1235,-0.8234055836995442,0.0,0.032,41112.598,354.8
0.1305,-0.8702532450358074,0.0,0.032,41112.598,354.8
0.1356,-0.9041595458984375,0.0,0.032,41112.598,354.8
0.1412,-0.9415705998738606,0.0,0.032,41112.598,354.8
0.1463,-0.9754657745361328,0.0,0.032,41112.598,354.8
0.1523,-1.0155328114827473,0.0,0.032,41112.598,354.8
0.1574,-1.0494391123453777,0.0,0.032,41112.598,354.8
0.1625,-1.0833152135213215,0.0,0.032,41112.422,354.8
0.1715,-1.14350159962972,0.0,0.032,41112.422,354.8
0.1766,-1.1773999532063801,0.0,0.032,41112.422,354.8
0.1817,-1.2112728754679363,0.0,0.032,41112.422,354.8
0.1868,-1.2451569239298503,0.0,-0.957,41104.688,354.8
0.1985,-1.323394775390625,0.0,-0.957,41104.688,354.8
0.2036,-1.3573058446248374,0.0,-0.957,41104.688,354.8
0.2102,-1.401179631551107,0.0,-2.029,41094.93,354.8
0.2164,-1.4427200953165689,0.0,-2.029,41094.93,354.8
0.2215,-1.4766216278076172,0.0,-2.029,41094.93,354.8
0.2266,-1.5105009078979492,0.0,-2.029,41094.93,354.8
0.2317,-1.544488271077474,0.0,-2.135,41087.813,354.8
0.2404,-1.6028102238972983,0.0,-2.135,41087.813,354.8
0.2455,-1.636815071105957,0.0,-2.135,41087.813,354.8
0.2511,-1.6743135452270508,0.0,-2.135,41087.813,354.8
0.2562,-1.7082182566324868,0.0,-2.424,41077.0,354.8
0.2644,-1.7626778284708657,0.0,-2.424,41077.0,354.8
0.2695,-1.796576182047526,0.0,-2.424,41077.0,354.8
0.2746,-1.830453872680664,0.0,-3.382,41062.938,354.8
0.2844,-1.8960126241048179,0.0,-3.382,41062.938,354.8
0.2895,-1.9299093882242837,0.0,-3.382,41062.938,354.8
0.2946,-1.9638538360595703,0.0,-3.382,41062.938,354.8
0.3014,-2.0095316569010415,0.0,-3.683,41048.703,354.8
0.3094,-2.0623604456583657,0.0,-3.683,41048.703,354.8
0.3145,-2.0963462193806968,0.0,-3.683,41048.703,354.8
0.3195,-2.130244572957357,0.0,-4.383,41032.266,354.8
0.3284,-2.1893835067749023,0.0,-4.383,41032.266,354.8
0.3335,-2.2232866287231445,0.0,-4.383,41032.266,354.8
0.3386,-2.2571643193562827,0.0,-4.383,41032.266,354.8
0.3437,-2.2910277048746743,0.0,-4.623,41015.215,354.8
0.3554,-2.3692957560221353,0.0,-4.623,41015.215,354.8
0.3605,-2.403205235799154,0.0,-4.623,41015.215,354.8
0.3656,-2.4370829264322915,0.0,-4.623,41015.215,354.8
0.3706,-2.4709494908650718,0.0,-4.72,40997.637,354.8
0.3767,-2.5115156173706055,0.0,-4.72,40997.637,354.8
0.3818,-2.545410792032878,0.0,-4.72,40997.637,354.8
0.3869,-2.5792789459228516,0.0,-4.416,40985.508,354.8
0.3965,-2.643049558003743,0.0,-4.416,40985.508,354.8
0.4016,-2.6770130793253584,0.0,-4.416,40985.508,354.8
0.4090,-2.726602554321289,0.0,-4.416,40985.508,354.8
0.4141,-2.760601043701172,0.0,-4.323,40970.125,354.8
0.4204,-2.8027884165445967,0.0,-4.323,40970.125,354.8
0.4255,-2.836715380350749,0.0,-4.323,40970.125,354.8
0.4306,-2.870607376098633,0.0,-4.156,40957.82,354.8
0.4404,-2.936045328776042,0.0,-4.156,40957.82,354.8
0.4455,-2.9699500401814776,0.0,-4.156,40957.82,354.8
0.4506,-3.003832499186198,0.0,-4.156,40957.82,354.8
0.4557,-3.037705421447754,0.0,-4.459,40942.0,354.8
0.4618,-3.0785449345906573,0.0,-4.459,40942.0,354.8
0.4674,-3.115914662679036,0.0,-4.459,40942.0,354.8
0.4725,-3.1498177846272783,0.0,-4.526,40927.414,354.8
0.4824,-3.216067949930827,0.0,-4.526,40927.414,354.8
0.4875,-3.249964714050293,0.0,-4.526,40927.414,354.8
0.4926,-3.283853530883789,0.0,-4.526,40927.414,354.8
0.4977,-3.3177200953165693,0.0,-4.705,40909.836,354.8
