t_s,cmd_speed_cm_s,cmd_steer_deg,enc_speed_cm_s,enc_cmd_speed_cm_s,yaw_deg
0.0000,1.5894571940104168e-05,0.0,0.003,-83.584,328.8
0.0783,0.5217345555623373,0.0,0.003,-83.584,328.8
0.0833,0.5556265513102213,0.0,0.042,-54.316,328.8
0.0892,0.5944236119588217,0.0,0.042,-54.316,328.8
0.0943,0.6286223729451497,0.0,0.042,-54.316,328.8
0.0995,0.6631008783976238,0.0,0.042,-54.316,0.0
0.1050,0.7002687454223633,0.0,0.042,-54.316,0.0
0.1132,0.7549190521240234,0.0,0.042,-54.316,0.0
0.1183,0.7889874776204426,0.0,0.042,-54.316,0.0
0.1235,0.8230034510294597,0.0,0.042,-54.316,0.0
0.1285,0.8569018046061199,0.0,0.042,-54.316,0.0
0.1345,0.8968607584635417,0.0,0.042,-54.316,0.0
0.1396,0.9307861328125,0.0,0.042,-54.316,0.0
0.1447,0.96465269724528,0.0,0.042,-54.316,0.0
0.1498,0.9985113143920898,0.0,0.042,-54.316,0.0
0.1602,1.0681962966918945,0.0,0.042,-54.316,0.0
0.1653,1.1023251215616863,0.0,0.042,-54.316,0.0
0.1704,1.1362202962239583,0.0,0.042,-54.316,0.0
0.1773,1.1816755930582683,0.0,0.042,-54.316,0.0
0.1823,1.2155405680338542,0.0,0.042,-54.316,0.0
0.1874,1.2494691212972004,0.0,0.042,-54.316,0.0
0.1925,1.2833499908447266,0.0,0.042,-53.525,0.0
0.1985,1.3230911890665689,0.0,0.042,-53.525,0.0
0.2036,1.3570372263590493,0.0,0.042,-53.525,0.0
0.2124,1.416184107462565,0.0,0.79,-48.252,0.0
0.2213,1.4751625061035156,0.0,0.79,-48.252,0.0
0.2263,1.5088748931884766,0.0,0.79,-48.252,0.0
0.2314,1.5427843729654946,0.0,0.79,-48.252,0.0
0.2365,1.5766684214274087,0.0,1.409,-42.275,0.0
0.2425,1.6165399551391602,0.0,1.409,-42.275,0.0
