time_s,cmd_cm_s
11.804535627365112,0
11.848449468612671,0
11.901671648025513,0
11.94869613647461,0
11.998713970184326,0
12.048792362213135,0
12.098797082901001,0
12.15680742263794,0
12.198345184326172,0
12.25295615196228,0
12.298835277557373,0
12.34762167930603,0
12.398576736450195,0
12.448558807373047,0
12.498785495758057,0
12.548726320266724,0
12.60519003868103,0
12.648478984832764,0
12.701951742172241,0
12.747865438461304,0
12.798462867736816,0
12.848592519760132,0
12.899316310882568,0
12.957611799240112,0
12.998682737350464,0
13.052480220794678,0
13.09845781326294,0
13.150059938430786,0
13.198337316513062,0
13.248042345046997,0
13.297857522964478,0
13.348804235458374,0
13.403122663497925,0
13.44841194152832,0
13.502685546875,0
13.54793643951416,0
13.597615480422974,0
13.648305416107178,0
13.69848108291626,0
13.75565505027771,0
13.798644781112671,0
13.856775283813477,0
13.897857189178467,0
13.949890375137329,0
13.998530149459839,0
14.048424243927002,0
14.098792791366577,0
14.148391723632812,0
14.203987836837769,0
14.24825930595398,0
14.302152156829834,0
14.348259925842285,0
14.397956848144531,0
14.448018550872803,0
14.498737573623657,0
14.555022478103638,0
14.598360538482666,0
14.653399467468262,0
14.698349714279175,0
14.749372005462646,0
14.79822850227356,0
14.848150968551636,0
14.897866249084473,0
14.948548793792725,0
15.004960298538208,0
15.048080682754517,0
15.102215051651001,0
15.148489475250244,0
15.197941303253174,0
15.248960256576538,60
15.297954082489014,60
15.355055570602417,60
15.398062705993652,60
15.454515218734741,60
15.498830080032349,60
15.549565553665161,60
15.598029613494873,60
15.648576021194458,60
15.698675155639648,60
15.748517751693726,60
15.805813312530518,60
15.848365545272827,60
15.903452634811401,60
15.948862075805664,60
15.99870228767395,60
16.048444986343384,60
16.098300218582153,60
16.15425395965576,60
16.198172092437744,60
16.25411057472229,60
16.29798150062561,60
16.3501136302948,60
16.398274898529053,60
16.45008945465088,60
16.498637199401855,60
16.548590660095215,60
16.60526752471924,60
16.648802042007446,60
16.700814962387085,60
16.748006582260132,60
16.798792362213135,60
16.84856104850769,60
16.898836135864258,60
16.95312261581421,60
16.998340606689453,60
17.052833080291748,60
17.098527193069458,60
17.149554014205933,60
17.19826364517212,60
17.248840808868408,60
17.298079013824463,60
17.34867024421692,60
17.40334153175354,60
17.448198795318604,60
17.500370025634766,60
17.54863691329956,60
17.598517179489136,60
17.647979021072388,60
17.69824767112732,60
17.755620002746582,60
17.798474073410034,60
17.855207920074463,60
17.89848494529724,60
17.94934606552124,60
17.99868679046631,60
18.04796552658081,60
18.098649740219116,60
18.147900819778442,60
18.204607486724854,60
18.248043060302734,60
18.3033185005188,60
18.348076820373535,60
18.397748708724976,60
18.448904275894165,60
18.498013257980347,60
18.554890155792236,60
18.59853172302246,60
18.653749227523804,60
18.69784712791443,60
18.749709606170654,60
18.79789090156555,60
18.848248958587646,60
18.898403882980347,60
18.948458909988403,60
19.00453758239746,60
19.048431158065796,60
19.107011318206787,60
19.148683547973633,60
19.198752403259277,60
19.248302698135376,60
19.297921180725098,60
19.357351541519165,60
19.39866876602173,60
19.4545476436615,60
19.497974157333374,60
19.549639225006104,60
19.59792470932007,60
19.64791226387024,60
19.6981463432312,60
19.748839378356934,60
19.80451011657715,60
19.848448753356934,60
19.903510332107544,60
19.947912454605103,60
19.998744249343872,60
20.04836130142212,60
20.09832453727722,60
20.154955625534058,60
20.197850942611694,60
20.25368356704712,-30
20.298505783081055,-30
20.35304856300354,-30
20.39797878265381,-30
20.451651573181152,-30
20.49868607521057,-30
20.548673629760742,-30
20.60253405570984,-30
20.648534059524536,-30
20.703613758087158,-30
20.74844980239868,-30
20.803257703781128,-30
20.847931146621704,-30
20.898340463638306,-30
20.95648503303528,-30
20.99883246421814,-30
21.053189992904663,-30
21.098824739456177,-30
21.150843143463135,-30
21.19843316078186,-30
21.24855661392212,-30
21.298479318618774,-30
21.34837055206299,-30
21.403366565704346,-30
21.448707580566406,-30
21.502183437347412,-30
21.547962427139282,-30
21.59835958480835,-30
21.64791178703308,-30
21.69810676574707,-30
21.752516508102417,-30
21.798367261886597,-30
21.85784649848938,-30
21.898560762405396,-30
21.949005126953125,-30
21.998172283172607,-30
22.048535585403442,-30
22.098814010620117,-30
22.148033380508423,-30
22.20461106300354,-30
22.24777865409851,-30
22.299696683883667,-30
22.348671674728394,-30
22.39815044403076,-30
22.44827699661255,-30
22.49791669845581,-30
22.55436682701111,-30
22.59858202934265,-30
22.653486967086792,-30
22.698436498641968,-30
22.74849271774292,-30
22.7978994846344,-30
22.848432540893555,-30
22.897910356521606,-30
22.948380708694458,-30
23.00427007675171,-30
23.048837661743164,-30
23.1014666557312,-30
23.148234844207764,-30
23.19840168952942,-30
23.248748064041138,-30
23.29808783531189,-30
23.35510516166687,-30
23.397878885269165,-30
23.45332646369934,-30
23.49856925010681,-30
23.5490460395813,-30
23.598456621170044,-30
23.647845029830933,-30
23.697943687438965,-30
23.748459577560425,-30
23.805481433868408,-30
23.848427772521973,-30
23.90236520767212,-30
23.94849181175232,-30
23.99844765663147,-30
24.048326015472412,-30
24.097899675369263,-30
24.154370546340942,-30
24.19780445098877,-30
24.255560636520386,-30
24.29855442047119,-30
24.348115921020508,-30
24.398348569869995,-30
24.448755502700806,-30
24.49830412864685,-30
24.54835343360901,-30
24.60421848297119,-30
24.648257970809937,-30
24.700011014938354,-30
24.74817156791687,-30
24.798105001449585,-30
24.847957611083984,-30
24.897820949554443,-30
24.954966068267822,-30
24.998514652252197,-30
25.05176019668579,-30
25.09802532196045,-30
25.14990520477295,-30
25.198041677474976,-30
25.248533248901367,30
25.297945976257324,30
25.348503589630127,30
25.403308629989624,30
25.448751211166382,30
25.501044273376465,30
25.548882961273193,30
25.59875726699829,30
25.648172616958618,30
25.698671340942383,30
25.75483512878418,30
25.797842979431152,30
25.8545184135437,30
25.89802050590515,30
25.950307607650757,30
25.997926235198975,30
26.048346281051636,30
26.097988605499268,30
26.148815870285034,30
26.204232931137085,30
26.247942447662354,30
26.301064252853394,30
26.34844136238098,30
26.398099422454834,30
26.447969675064087,30
26.497896432876587,30
26.55464267730713,30
26.598164796829224,30
26.657115936279297,30
26.698183059692383,30
26.748557329177856,30
26.798458337783813,30
26.84918975830078,30
26.898449897766113,30
26.94809627532959,30
27.003037929534912,30
27.048247575759888,30
27.104230642318726,30
27.148009061813354,30
27.206875324249268,30
27.247848749160767,30
27.298304557800293,30
27.35515594482422,30
27.398786783218384,30
27.454010009765625,30
27.498454809188843,30
27.548692226409912,30
27.59796905517578,30
27.648619890213013,30
27.698660135269165,30
27.748132467269897,30
27.804845094680786,30
27.847853422164917,30
27.900027751922607,30
27.948639392852783,30
27.999500036239624,30
28.048575162887573,30
28.09828758239746,30
28.156853914260864,30
28.19844651222229,30
28.25301504135132,30
28.29834246635437,30
28.349329471588135,30
28.397888898849487,30
28.44814682006836,30
28.498575687408447,30
28.548218250274658,30
28.602954626083374,30
28.6484956741333,30
28.70378804206848,30
28.747981071472168,30
28.800279140472412,30
28.848584413528442,30
28.89841604232788,30
28.95582103729248,30
28.997857093811035,30
29.053273916244507,30
29.098758935928345,30
29.15149712562561,30
29.197865962982178,30
29.248685359954834,30
29.298147439956665,30
29.348288536071777,30
29.404866695404053,30
29.447940826416016,30
29.499917030334473,30
29.548152446746826,30
29.597707271575928,30
29.64864492416382,30
29.69856023788452,30
29.7548406124115,30
29.798758029937744,30
29.85437774658203,30
29.89863657951355,30
29.948845624923706,30
29.998697519302368,30
30.048570156097412,30
30.098511219024658,30
30.148041486740112,30
30.203454732894897,30
30.24817728996277,-20
30.301703453063965,-20
30.348571300506592,-20
30.397948026657104,-20
30.448761701583862,-20
30.49807596206665,-20
30.554588317871094,-20
30.598588466644287,-20
30.65139675140381,-20
30.698519468307495,-20
30.750617742538452,-20
30.797921180725098,-20
30.84859323501587,-20
30.898357152938843,-20
30.94835662841797,-20
31.002660989761353,-20
31.04791498184204,-20
31.09925603866577,-20
31.147855758666992,-20
31.198254108428955,-20
31.2481689453125,-20
31.298654317855835,-20
31.354238271713257,-20
31.39810562133789,-20
31.450273275375366,-20
31.498663425445557,-20
31.55497908592224,-20
31.598457098007202,-20
31.648815870285034,-20
31.6980459690094,-20
31.74868083000183,-20
31.804185390472412,-20
31.848805904388428,-20
31.901248931884766,-20
31.948528051376343,-20
31.99839758872986,-20
32.048322916030884,-20
32.098806381225586,-20
32.15427255630493,-20
32.19857478141785,-20
32.25378370285034,-20
32.29822134971619,-20
32.35022711753845,-20
32.398517370224,-20
32.44835019111633,-20
32.49824523925781,-20
32.54791617393494,-20
32.60629940032959,-20
32.648459911346436,-20
32.69772267341614,-20
32.74817395210266,-20
32.79770565032959,-20
32.84799313545227,-20
32.89821529388428,-20
32.95460867881775,-20
32.99792146682739,-20
33.05318284034729,-20
33.09788465499878,-20
33.14823794364929,-20
33.19845986366272,-20
33.24791359901428,-20
33.298649072647095,-20
33.347907304763794,-20
33.40417218208313,-20
33.448421001434326,-20
33.500526428222656,-20
33.547945737838745,-20
33.598610401153564,-20
33.64820075035095,-20
33.69840908050537,-20
33.755818128585815,-20
33.79847574234009,-20
33.85167932510376,-20
33.89824938774109,-20
33.95014309883118,-20
33.99829912185669,-20
34.04828214645386,-20
34.09801125526428,-20
34.148144483566284,-20
34.20543622970581,-20
34.24843788146973,-20
34.30311465263367,-20
34.348527908325195,-20
34.39812135696411,-20
34.448407888412476,-20
34.498231410980225,-20
34.555001735687256,-20
34.59819221496582,-20
34.654046297073364,-20
34.69870376586914,-20
34.75025272369385,-20
34.797971963882446,-20
34.84774732589722,-20
34.89825224876404,-20
34.94837522506714,-20
35.002151012420654,-20
35.04832911491394,-20
35.09804821014404,-20
35.14889121055603,-20
35.19791293144226,-20
35.24864721298218,20
35.298542737960815,20
35.35388731956482,20
35.39808177947998,20
35.451088428497314,20
35.49847149848938,20
35.555464029312134,20
35.598236322402954,20
35.64848780632019,20
35.69874286651611,20
35.74816346168518,20
35.804829835891724,20
35.847981691360474,20
35.90216398239136,20
35.94850564002991,20
35.99812340736389,20
36.04837393760681,20
36.098231077194214,20
36.156514406204224,20
36.19834804534912,20
36.25375556945801,20
36.29873967170715,20
36.34930896759033,20
36.398510694503784,20
36.4483380317688,20
36.49868679046631,20
36.54797124862671,20
36.60419678688049,20
36.64854669570923,20
36.70059084892273,20
36.748067140579224,20
36.79780054092407,20
36.84830927848816,20
36.8987877368927,20
36.953872203826904,20
36.99809789657593,20
37.05367422103882,20
37.09869861602783,20
37.14905500411987,20
37.198254346847534,20
37.24822402000427,20
37.29796314239502,20
37.34846544265747,20
37.40704274177551,20
37.448533058166504,20
37.5020215511322,20
37.54835867881775,20
37.59800696372986,20
37.64880013465881,20
37.69853854179382,20
37.75599670410156,20
37.79819679260254,20
37.85358214378357,20
37.89872884750366,20
37.9503219127655,20
37.99842572212219,20
38.04779553413391,20
38.09814453125,20
38.14791989326477,20
38.20326566696167,20
38.24856734275818,20
38.302568435668945,20
38.34854698181152,20
38.398502826690674,20
38.44873237609863,20
38.498119592666626,20
38.55488348007202,20
38.598262548446655,20
38.65454411506653,20
38.69845509529114,20
38.74927854537964,20
38.79798340797424,20
38.84812784194946,20
38.89795136451721,20
38.947927474975586,20
39.00167942047119,20
39.04867458343506,20
39.10090947151184,20
39.148253202438354,20
39.198514461517334,20
39.24855327606201,20
39.29844784736633,20
39.35739183425903,20
39.39819526672363,20
39.45297122001648,20
39.498573303222656,20
39.54886221885681,20
39.59855890274048,20
39.64824175834656,20
39.69792628288269,20
39.74784708023071,20
39.80275583267212,20
39.84804177284241,20
39.903666734695435,20
39.947938442230225,20
39.999526262283325,20
40.04819869995117,20
40.09811210632324,20
40.154510259628296,20
40.198628187179565,20
40.253517627716064,-10
40.298112630844116,-10
40.35039758682251,-10
40.397878885269165,-10
40.44816708564758,-10
40.49848651885986,-10
40.54783868789673,-10
40.604690074920654,-10
40.64823007583618,-10
40.70108699798584,-10
40.7482373714447,-10
40.798280477523804,-10
40.848103046417236,-10
40.89792585372925,-10
40.956162214279175,-10
40.99876022338867,-10
41.05129599571228,-10
41.09851813316345,-10
41.14941596984863,-10
41.19869041442871,-10
41.248390197753906,-10
41.29809832572937,-10
41.34854173660278,-10
41.40482044219971,-10
41.448119163513184,-10
41.5013484954834,-10
41.54846692085266,-10
41.59917378425598,-10
41.64815020561218,-10
41.69859600067139,-10
41.75432729721069,-10
41.79864859580994,-10
41.8530547618866,-10
41.898212909698486,-10
41.949759006500244,-10
41.99838066101074,-10
42.047967195510864,-10
42.098652601242065,-10
42.14862585067749,-10
42.20571422576904,-10
42.24808740615845,-10
42.30144143104553,-10
42.34883999824524,-10
42.39830470085144,-10
42.44795751571655,-10
42.49862885475159,-10
42.557188987731934,-10
42.59822916984558,-10
42.65396070480347,-10
42.69858694076538,-10
42.75164031982422,-10
42.798587799072266,-10
42.848493337631226,-10
42.89869666099548,-10
42.94847249984741,-10
43.00333905220032,-10
43.04797077178955,-10
43.09973955154419,-10
43.14828038215637,-10
43.19918417930603,-10
43.24818134307861,-10
43.2987220287323,-10
43.35707879066467,-10
43.39842414855957,-10
43.45494842529297,-10
43.49847745895386,-10
43.549410343170166,-10
43.59798789024353,-10
43.6486918926239,-10
43.69801378250122,-10
43.747814416885376,-10
43.803088903427124,-10
43.84850525856018,-10
43.901957750320435,-10
43.9480767250061,-10
43.9981529712677,-10
44.04794144630432,-10
44.09874153137207,-10
44.15499567985535,-10
44.198124408721924,-10
44.25412464141846,-10
44.29854941368103,-10
44.35005259513855,-10
44.39874291419983,-10
44.44851899147034,-10
44.498390197753906,-10
44.547749519348145,-10
44.60301685333252,-10
44.64862823486328,-10
44.700764179229736,-10
44.74814486503601,-10
44.79780101776123,-10
44.84841537475586,-10
44.89837837219238,-10
44.95592951774597,-10
44.99785375595093,-10
45.0541512966156,-10
45.09830689430237,-10
45.14827537536621,-10
45.198371171951294,-10
45.24858236312866,10
45.298205852508545,10
45.348647594451904,10
45.40393137931824,10
45.448726654052734,10
45.503901720047,10
45.54790782928467,10
45.59820342063904,10
45.64867854118347,10
45.69871544837952,10
45.758541107177734,10
45.798431158065796,10
45.85288429260254,10
45.89798402786255,10
45.94958853721619,10
45.998663902282715,10
46.04822516441345,10
46.09791541099548,10
46.14878177642822,10
46.20387291908264,10
46.24828577041626,10
46.30285358428955,10
46.34859538078308,10
46.397854804992676,10
46.44835019111633,10
46.498223066329956,10
46.55572819709778,10
46.59817147254944,10
46.65540075302124,10
46.697856187820435,10
46.7508499622345,10
46.798020124435425,10
46.84853196144104,10
46.89822196960449,10
46.948728799819946,10
47.0058479309082,10
47.048373222351074,10
47.10126519203186,10
47.14867377281189,10
47.19883942604065,10
47.24858808517456,10
47.29783916473389,10
47.35539960861206,10
47.398340940475464,10
47.453152656555176,10
47.498183250427246,10
47.549174308776855,10
47.5982825756073,10
47.647841930389404,10
47.69815444946289,10
47.74841547012329,10
47.80379033088684,10
47.8478524684906,10
47.90061712265015,10
47.94849967956543,10
48.00005125999451,10
48.048001527786255,10
48.098644971847534,10
48.150654792785645,10
48.197864055633545,10
48.25355005264282,10
48.29867720603943,10
48.34805488586426,10
48.397916316986084,10
48.44792556762695,10
48.49847173690796,10
48.54845929145813,10
48.603867053985596,10
48.64823031425476,10
48.70112442970276,10
48.7479772567749,10
48.80043959617615,10
48.84796357154846,10
48.89822435379028,10
48.955023765563965,10
48.99799823760986,10
49.05211162567139,10
49.09872031211853,10
49.15363025665283,10
49.19881272315979,10
49.24864315986633,10
49.298930406570435,10
49.34843921661377,10
49.40421986579895,10
49.448158740997314,10
49.499813079833984,10
49.54834198951721,10
49.59838914871216,10
49.64880728721619,10
49.69837236404419,10
49.754268407821655,10
49.798205614089966,10
49.85293650627136,10
49.898099184036255,10
49.94861888885498,10
49.99845314025879,10
50.04821443557739,10
50.09834170341492,10
50.14855098724365,10
50.204440116882324,10
