time_s,meas_cm_s
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.11546945571899414,0.039
0.14843034744262695,0.039
0.17244911193847656,0.039
0.20435667037963867,2.662
0.20435667037963867,44.106
0.23640084266662598,45.009
0.23640084266662598,45.516
0.26772499084472656,47.774
0.30028557777404785,47.47
0.30028557777404785,47.812
0.3326747417449951,47.812
0.363964319229126,46.786
0.363964319229126,47.471
0.39583826065063477,48.211
0.4279904365539551,47.796
0.4279904365539551,46.71
0.46059584617614746,47.771
0.4921896457672119,47.885
0.4921896457672119,46.893
0.5241055488586426,47.75
0.5566854476928711,46.857
0.5566854476928711,47.952
0.588493824005127,47.952
0.6201140880584717,47.343
0.6201140880584717,47.83
0.6519904136657715,47.75
0.6519904136657715,48.396
0.6838569641113281,49.212
0.7159874439239502,47.497
0.7159874439239502,48.159
0.7484896183013916,47.181
0.7804503440856934,47.181
0.7804503440856934,47.829
0.8120377063751221,48.016
0.8439295291900635,48.466
0.8439295291900635,47.427
0.8765835762023926,48.592
0.908240556716919,48.124
0.908240556716919,47.384
0.9401521682739258,48.209
0.9720025062561035,47.957
0.9720025062561035,47.957
1.0040671825408936,48.462
1.0040671825408936,48.331
1.0363707542419434,48.494
1.0676653385162354,47.97
1.0676653385162354,48.897
1.1002821922302246,48.734
1.1318833827972412,48.019
1.1318833827972412,48.192
1.1641974449157715,48.192
1.1977052688598633,46.738
1.1977052688598633,47.864
1.2286174297332764,47.945
1.2286174297332764,48.051
1.2598743438720703,47.45
1.2919950485229492,47.45
1.2919950485229492,47.45
1.3239896297454834,47.45
1.3559088706970215,47.45
1.3559088706970215,47.45
1.3882718086242676,47.45
1.420436143875122,47.45
1.420436143875122,48.31
1.4521760940551758,48.31
1.4839260578155518,48.207
1.4839260578155518,47.723
1.5158212184906006,46.666
1.5478241443634033,47.231
1.5478241443634033,47.578
1.5805706977844238,47.227
1.612281322479248,47.675
1.612281322479248,48.17
1.6446332931518555,48.487
1.6766676902770996,47.675
1.6766676902770996,48.789
1.7080273628234863,48.036
1.7080273628234863,47.629
1.7402961254119873,48.599
1.7718799114227295,48.409
1.7718799114227295,47.28
1.8046822547912598,46.985
1.8364508152008057,46.594
1.8364508152008057,46.74
1.868610143661499,47.737
1.9004173278808594,48.366
1.9004173278808594,47.62
1.9325215816497803,47.62
1.9639670848846436,47.62
1.9639670848846436,47.62
1.9977436065673828,47.965
1.9977436065673828,47.759
2.027783155441284,47.653
2.0601108074188232,46.959
2.0601108074188232,48.252
2.092214584350586,47.182
2.123957633972168,47.066
2.123957633972168,47.329
2.1557745933532715,48.341
2.1882572174072266,46.311
2.1882572174072266,48.371
2.2205307483673096,47.411
2.2524757385253906,47.638
2.2524757385253906,47.726
2.2846667766571045,47.589
2.316077947616577,47.589
2.316077947616577,47.871
2.3480186462402344,48.142
2.38055157661438,47.726
2.38055157661438,47.726
2.412447452545166,47.8
2.412447452545166,47.281
2.4446327686309814,47.551
2.4763731956481934,47.164
2.4763731956481934,47.356
2.5078232288360596,47.735
2.540539503097534,47.399
2.540539503097534,47.399
2.5723276138305664,47.526
2.6046390533447266,47.199
2.6046390533447266,47.743
2.636164665222168,47.354
2.6685917377471924,47.526
2.6685917377471924,48.349
2.7006278038024902,47.633
2.7325212955474854,48.274
2.7325212955474854,47.66
2.7643344402313232,47.303
2.7643344402313232,46.402
2.7977912425994873,47.262
2.8279879093170166,48.117
2.8279879093170166,47.186
2.8606276512145996,48.069
2.8918488025665283,47.178
2.8918488025665283,48.005
2.9242119789123535,47.87
2.9567952156066895,47.431
2.9567952156066895,48.78
2.988405704498291,46.985
3.0205726623535156,47.939
3.0205726623535156,47.197
3.0527281761169434,46.756
3.084765911102295,47.431
3.084765911102295,48.432
3.116574287414551,48.226
3.1486682891845703,47.256
3.1486682891845703,46.567
3.1798152923583984,48.136
3.1798152923583984,47.312
3.2124521732330322,48.463
3.244422674179077,47.585
3.244422674179077,47.062
3.2767302989959717,48.414
3.30877685546875,46.69
3.30877685546875,47.872
3.3402819633483887,47.872
3.372762680053711,47.68
3.372762680053711,48.382
3.4044647216796875,47.313
3.436180830001831,47.796
3.436180830001831,47.796
3.4682891368865967,47.955
3.5001912117004395,47.796
3.5001912117004395,48.456
3.532735824584961,49.242
3.532735824584961,48.269
3.564363718032837,47.45
3.5980701446533203,48.205
3.5980701446533203,47.695
3.628753423690796,47.932
3.6598691940307617,47.932
3.6598691940307617,46.936
3.692330837249756,47.439
3.724663019180298,46.853
3.724663019180298,48.295
3.7557947635650635,48.449
3.7878825664520264,47.436
3.7878825664520264,48.707
3.82045841217041,47.21
3.82045841217041,47.048
3.851912021636963,47.048
3.8844728469848633,48.035
3.8844728469848633,48.415
3.9159040451049805,47.403
3.9480886459350586,47.403
3.9480886459350586,47.175
3.9807043075561523,47.469
4.012445449829102,48.615
4.012445449829102,47.882
4.044689893722534,47.963
4.076191663742065,47.509
4.076191663742065,47.673
4.108021974563599,47.522
4.14044451713562,47.673
4.14044451713562,47.673
4.172222137451172,48.034
4.2037577629089355,48.198
4.2037577629089355,48.532
4.236202239990234,48.034
4.236202239990234,48.299
4.26844048500061,48.052
4.300010919570923,48.198
4.300010919570923,48.463
4.332012891769409,48.299
4.364287376403809,48.461
4.364287376403809,48.299
4.398216009140015,47.524
4.428410530090332,46.314
4.428410530090332,48.0
4.459834098815918,48.219
4.492021560668945,47.081
4.492021560668945,47.38
4.52393102645874,47.269
4.556737661361694,46.427
4.556737661361694,49.047
4.588735342025757,47.818
4.588735342025757,48.196
4.620481729507446,47.963
4.652688264846802,47.818
4.652688264846802,48.14
4.683823823928833,48.251
4.7160539627075195,48.251
4.7160539627075195,48.14
