t_s,cmd_speed_cm_s,cmd_steer_deg,enc_speed_cm_s,enc_cmd_speed_cm_s,yaw_deg
0.0000,5.0,-4.479999233808485e-06,-0.028,-1224.58,0.0
0.0461,5.0,-0.23062831999936861,-0.028,-1224.58,0.0
0.0512,5.0,-0.2560280000000148,-0.028,-1224.58,0.0
0.0563,5.0,-0.2814046399998915,-0.028,-1224.58,0.0
0.0613,5.0,-0.30673952000029203,0.066,-1223.965,0.0
0.0669,5.0,-0.3342520000001059,0.066,-1223.965,0.0
0.0719,5.0,-0.35959407999939685,0.066,-1223.965,0.0
0.0770,5.0,-0.38491919999955826,0.066,-1223.965,0.0
0.0820,5.0,-0.4102420799995343,0.066,-1223.789,0.0
0.0885,5.0,-0.4426793599998291,0.066,-1223.789,0.0
0.0938,5.0,-0.4690172799996617,0.066,-1223.789,0.0
0.0989,5.0,-0.49439743999982966,0.066,-1223.789,0.0
0.1040,5.0,-0.5197529600002326,1.3,-1213.857,0.0
0.1110,5.0,-0.554793599999357,1.3,-1213.857,0.0
0.1160,5.0,-0.5801336000001811,1.3,-1213.857,0.0
0.1211,5.0,-0.605460959999391,2.999,-1199.619,0.0
0.1305,5.0,-0.6523353599993698,2.999,-1199.619,0.0
0.1355,5.0,-0.6777086399995369,2.999,-1199.619,0.0
0.1406,5.0,-0.7031177599992589,2.999,-1199.619,0.0
0.1457,5.0,-0.7284924800001136,3.154,-1191.709,0.0
0.1515,5.0,-0.7574011199994857,3.154,-1191.709,0.0
0.1565,5.0,-0.7827457600001253,3.154,-1191.709,0.0
0.1618,5.0,-0.8091079999996964,3.154,-1191.709,0.0
0.1669,5.0,-0.8344436799995947,2.54,-1185.557,0.0
0.1735,5.0,-0.8673281599999427,2.54,-1185.557,0.0
0.1785,5.0,-0.8926561599992056,2.54,-1185.557,0.0
0.1836,5.0,-0.9179863999997906,2.54,-1185.557,0.0
0.1887,5.0,-0.9435526400000072,3.183,-1171.494,0.0
0.1975,5.0,-0.9873919999995451,3.183,-1171.494,0.0
0.2025,5.0,-1.0127428800001326,3.183,-1171.494,0.0
0.2091,5.0,-1.0454231999995045,3.183,-1171.494,0.0
0.2142,5.0,-1.0707607999995616,3.941,-1157.344,0.0
0.2196,5.0,-1.098137599999518,3.941,-1157.344,0.0
0.2247,5.0,-1.1235289599994758,3.941,-1157.344,0.0
0.2300,5.0,-1.1499718400000347,3.941,-1157.344,0.0
0.2351,5.0,-1.1753134399998544,4.097,-1144.072,0.0
0.2415,5.0,-1.2073636799993892,4.097,-1144.072,0.0
0.2465,5.0,-1.232742720000033,4.097,-1144.072,0.0
0.2516,5.0,-1.2580839999998261,4.097,-1144.072,0.0
0.2567,5.0,-1.2834176000001207,4.293,-1129.658,0.0
0.2655,5.0,-1.3273345599998265,4.293,-1129.658,0.0
0.2705,5.0,-1.3526660799993806,4.293,-1129.658,0.0
0.2756,5.0,-1.3780203199996777,4.293,-1129.658,0.0
0.2807,5.0,-1.4034207999998216,3.508,-1121.396,0.0
0.2875,5.0,-1.4373699199995826,3.508,-1121.396,0.0
0.2925,5.0,-1.4627425599996968,3.508,-1121.396,0.0
0.2978,5.0,-1.4891555199994855,3.508,-1121.396,0.0
0.3029,5.0,-1.5145015999996758,3.528,-1109.355,0.0
0.3099,5.0,-1.5493972799993116,3.528,-1109.355,0.0
0.3149,5.0,-1.5747407999992902,3.528,-1109.355,0.0
0.3200,5.0,-1.6000659199994516,3.528,-1109.355,0.0
0.3251,5.0,-1.6253892800000358,2.782,-1103.555,0.0
0.3335,5.0,-1.6673310399994534,2.782,-1103.555,0.0
0.3385,5.0,-1.69266959999959,2.782,-1103.555,0.0
0.3436,5.0,-1.7180228799998076,2.782,-1103.555,0.0
0.3487,5.0,-1.7433553599994411,2.356,-1096.348,0.0
0.3555,5.0,-1.777332319999232,2.356,-1096.348,0.0
0.3605,5.0,-1.802660639999658,2.356,-1096.348,0.0
0.3658,5.0,-1.8290195199995196,2.356,-1096.348,0.0
0.3709,5.0,-1.8544249599995055,3.483,-1080.527,0.0
0.3775,5.0,-1.8873539200001233,3.483,-1080.527,0.0
0.3825,5.0,-1.9126982399995995,3.483,-1080.527,0.0
0.3876,5.0,-1.9380452799998693,3.812,-1070.771,0.0
0.3975,5.0,-1.9873507199997675,3.812,-1070.771,0.0
0.4025,5.0,-2.0126784000001408,3.812,-1070.771,0.0
0.4091,5.0,-2.0453177599995342,3.812,-1070.771,0.0
0.4141,5.0,-2.070649920000278,2.496,-1066.377,0.0
0.4225,5.0,-2.112328800000114,2.496,-1066.377,0.0
0.4275,5.0,-2.1376641599999857,2.496,-1066.377,0.0
0.4328,5.0,-2.1640116799994757,2.496,-1066.377,0.0
0.4379,5.0,-2.189395999999988,1.931,-1061.631,0.0
0.4445,5.0,-2.2223547199996574,1.931,-1061.631,0.0
0.4495,5.0,-2.2476843200001895,1.931,-1061.631,0.0
0.4546,5.0,-2.2730166399992413,1.931,-1061.631,0.0
0.4597,5.0,-2.2983387199997196,2.799,-1047.832,0.0
0.4685,5.0,-2.3425255999995898,2.799,-1047.832,0.0
0.4736,5.0,-2.367915999999468,2.799,-1047.832,0.0
0.4787,5.0,-2.3933142399994267,2.799,-1047.832,0.0
0.4837,5.0,-2.418689759999779,2.958,-1040.537,0.0
0.4895,5.0,-2.447315360000175,2.958,-1040.537,0.0
0.4945,5.0,-2.472645120000152,2.958,-1040.537,0.0
0.4998,5.0,-2.499227199999723,2.958,-1040.537,0.0
0.5049,5.0,-2.524556319999647,2.097,-1036.582,0.0
0.5119,5.0,-2.559634560000177,2.097,-1036.582,0.0
0.5170,5.0,-2.585083519999216,2.097,-1036.582,0.0
0.5221,5.0,-2.6105390399993667,1.937,-1031.045,0.0
0.5315,5.0,-2.6575790399999732,1.937,-1031.045,0.0
0.5366,5.0,-2.682995520000304,1.937,-1031.045,0.0
0.5417,5.0,-2.7083587200002057,1.937,-1031.045,0.0
0.5467,5.0,-2.7336865600000237,2.287,-1021.553,0.0
0.5565,5.0,-2.782359999999926,2.287,-1021.553,0.0
0.5615,5.0,-2.807717439999351,2.287,-1021.553,0.0
0.5668,5.0,-2.8341662399998313,2.287,-1021.553,0.0
0.5719,5.0,-2.8595196799994937,1.946,-1017.422,0.0
0.5785,5.0,-2.89238495999939,1.946,-1017.422,0.0
0.5835,5.0,-2.9177487999993446,1.946,-1017.422,0.0
0.5886,5.0,-2.943169279999438,1.946,-1017.422,0.0
0.5938,5.0,-2.968786399999317,1.296,-1015.225,0.0
0.6025,5.0,-3.012444159999177,1.296,-1015.225,0.0
0.6090,5.0,-3.0451892799999314,1.296,-1015.225,0.0
0.6141,5.0,-3.070546879999938,1.602,-1008.545,0.0
0.6235,5.0,-3.1173358399996687,1.602,-1008.545,0.0
