t_s,cmd_speed_cm_s,cmd_steer_deg,enc_speed_cm_s,enc_cmd_speed_cm_s,yaw_deg
0.0000,-7.89333322851841e-06,0.0,-0.003,40711.023,0.0
0.0495,-0.3302306133332422,0.0,-0.003,40711.023,0.0
0.0546,-0.36404607999960115,0.0,-0.003,40711.023,0.0
0.0597,-0.39781269333313196,0.0,-0.003,40711.023,0.0
0.0650,-0.4330112000002373,0.0,-0.003,40711.023,0.0
0.0724,-0.4827584000001176,0.0,-0.003,40711.023,0.0
0.0775,-0.516565973333248,0.0,-0.003,40711.023,0.0
0.0825,-0.5503259733328983,0.0,-0.003,40711.023,0.0
0.0876,-0.5841164800002238,0.0,-0.003,40711.023,0.0
0.0964,-0.6429510400001466,0.0,-0.003,40711.023,0.0
0.1015,-0.6767131733333069,0.0,-0.003,40711.023,0.0
0.1080,-0.720260266666628,0.0,-0.003,40711.023,0.0
0.1131,-0.7540258133334039,0.0,-0.003,40711.023,0.0
0.1194,-0.7960482133330515,0.0,-0.003,40711.023,0.0
0.1245,-0.8298103466669697,0.0,-0.003,40711.023,0.0
0.1297,-0.8649292800002211,0.0,-0.003,40711.023,0.0
0.1348,-0.8986986666665568,0.0,-0.003,40711.023,0.0
0.1414,-0.9428319999998773,0.0,-0.003,40711.023,0.0
0.1465,-0.976602239999617,0.0,-0.003,40711.023,0.0
0.1516,-1.0103556266669027,0.0,-0.003,40711.023,0.0
0.1566,-1.0441674666662948,0.0,-0.003,40711.023,0.0
0.1654,-1.102822826666549,0.0,-0.003,40711.023,0.0
0.1705,-1.1366080000000995,0.0,-0.003,40711.023,0.0
0.1756,-1.1703665066662932,0.0,-0.003,40711.023,0.0
0.1806,-1.2041348266666319,0.0,-0.003,40710.938,0.0
0.1864,-1.2427532799999124,0.0,-0.003,40710.938,0.0
0.1915,-1.2765457066666386,0.0,-0.003,40710.938,0.0
0.1968,-1.3117384533332674,0.0,-0.003,40710.938,0.0
0.2018,-1.3455628799996098,0.0,-0.609,40705.75,0.0
0.2088,-1.3921791999996458,0.0,-0.609,40705.75,0.0
0.2139,-1.4259720533330742,0.0,-0.609,40705.75,0.0
0.2190,-1.4597457066664297,0.0,-0.609,40705.75,0.0
0.2240,-1.493503359999977,0.0,-1.507,40698.281,0.0
0.2295,-1.5300247466666406,0.0,-1.507,40698.281,0.0
0.2346,-1.5637969066665391,0.0,-1.507,40698.281,0.0
0.2396,-1.597576959999666,0.0,-1.507,40698.281,0.0
0.2447,-1.6313422933330912,0.0,-1.546,40695.031,0.0
0.2502,-1.6678508800002114,0.0,-1.546,40695.031,0.0
0.2552,-1.701621546666653,0.0,-1.546,40695.031,0.0
0.2603,-1.7353800533336048,0.0,-1.546,40695.031,0.0
0.2656,-1.7704885333334155,0.0,-3.413,40676.133,0.0
0.2724,-1.8162150400000123,0.0,-3.413,40676.133,0.0
0.2775,-1.8499950933331397,0.0,-3.413,40676.133,0.0
0.2826,-1.8837491199997203,0.0,-3.413,40676.133,0.0
0.2876,-1.917470933333334,0.0,-4.695,40659.344,0.0
0.2931,-1.9539157333330572,0.0,-4.695,40659.344,0.0
0.2982,-1.9876925866666775,0.0,-4.695,40659.344,0.0
0.3032,-2.0214604799995564,0.0,-4.695,40659.344,0.0
0.3097,-2.064702080000037,0.0,-4.687,40645.02,0.0
0.3164,-2.109510399999787,0.0,-4.687,40645.02,0.0
0.3215,-2.1432785066667748,0.0,-4.687,40645.02,0.0
0.3266,-2.17705429333364,0.0,-4.687,40645.02,0.0
0.3318,-2.212210560000282,0.0,-4.714,40629.289,0.0
0.3394,-2.2629028266669593,0.0,-4.714,40629.289,0.0
0.3445,-2.29668970666656,0.0,-4.714,40629.289,0.0
0.3496,-2.3304667733335314,0.0,-4.714,40629.289,0.0
0.3546,-2.3642333866663043,0.0,-4.25,40617.688,0.0
0.3634,-2.422881493333383,0.0,-4.25,40617.688,0.0
0.3685,-2.4566461866667546,0.0,-4.25,40617.688,0.0
0.3736,-2.4904153599997394,0.0,-4.25,40617.688,0.0
0.3786,-2.5241813333332175,0.0,-3.818,40605.734,0.0
0.3841,-2.5607005866663712,0.0,-3.818,40605.734,0.0
0.3892,-2.5944834133330614,0.0,-3.818,40605.734,0.0
0.3942,-2.628252160000102,0.0,-3.818,40605.734,0.0
0.3995,-2.6633602133332106,0.0,-5.083,40587.273,0.0
0.4064,-2.7095680000002176,0.0,-5.083,40587.273,0.0
0.4129,-2.752870186666314,0.0,-5.083,40587.273,0.0
0.4180,-2.7866438399996696,0.0,-4.959,40573.039,0.0
0.4264,-2.842893440000201,0.0,-4.959,40573.039,0.0
0.4315,-2.8767351466664577,0.0,-4.959,40573.039,0.0
0.4366,-2.9105329066669583,0.0,-4.959,40573.039,0.0
0.4417,-2.9443995733330057,0.0,-4.72,40558.711,0.0
0.4504,-3.0029454933333,0.0,-4.72,40558.711,0.0
0.4555,-3.036772053333152,0.0,-4.72,40558.711,0.0
0.4606,-3.0705510400002822,0.0,-4.72,40558.711,0.0
0.4659,-3.1057149866668015,0.0,-4.748,40542.273,0.0
0.4734,-3.1562833066664098,0.0,-4.748,40542.273,0.0
0.4785,-3.190062720000242,0.0,-4.748,40542.273,0.0
0.4836,-3.223821866666488,0.0,-4.748,40542.273,0.0
0.4886,-3.2575891200000724,0.0,-4.418,40529.266,0.0
0.4974,-3.3162393599999023,0.0,-4.418,40529.266,0.0
0.5025,-3.350011733333152,0.0,-4.418,40529.266,0.0
0.5091,-3.3937553066668142,0.0,-3.987,40519.512,0.0
0.5175,-3.449989546666832,0.0,-3.987,40519.512,0.0
0.5226,-3.4839761066662804,0.0,-3.987,40519.512,0.0
0.5277,-3.5179180799999203,0.0,-3.987,40519.512,0.0
0.5330,-3.5532727466663045,0.0,-3.387,40509.141,0.0
0.5404,-3.6029309866664034,0.0,-3.387,40509.141,0.0
0.5455,-3.6367091200001296,0.0,-3.387,40509.141,0.0
0.5506,-3.6705090133333824,0.0,-3.387,40509.141,0.0
0.5556,-3.704134613333281,0.0,-4.539,40491.477,0.0
0.5611,-3.7406538666664346,0.0,-4.539,40491.477,0.0
