t_s,cmd_speed_cm_s,cmd_steer_deg,enc_speed_cm_s,enc_cmd_speed_cm_s,yaw_deg
0.0000,9.173333334426085e-06,0.0,0.006,162.158,0.0
0.0490,0.32672362666668653,0.0,0.006,162.158,0.0
0.0541,0.3605471999996249,0.0,0.006,162.158,0.0
0.0620,0.41322410666604503,0.0,0.006,162.158,0.0
0.0671,0.447181866666142,0.0,0.006,162.158,0.0
0.0722,0.48150847999977486,0.0,0.006,162.158,0.0
0.0773,0.5153301333333123,0.0,0.006,162.158,0.0
0.0860,0.5732550399996702,0.0,0.006,162.158,0.0
0.0911,0.607038079999711,0.0,0.006,162.158,0.0
0.0961,0.6408104533329606,0.0,0.006,162.158,0.0
0.1012,0.6745753599996835,0.0,0.006,162.158,0.0
0.1081,0.7205962666663861,0.0,0.006,162.158,0.0
0.1132,0.754377599999619,0.0,0.006,162.158,0.0
0.1184,0.7894903466664498,0.0,0.006,162.158,0.0
0.1235,0.8232614399995934,0.0,0.006,162.158,0.0
0.1290,0.8598999466660946,0.0,0.006,162.158,0.0
0.1341,0.8936667733329766,0.0,0.006,162.158,0.0
0.1391,0.9274325333331035,0.0,0.006,162.158,0.0
0.1442,0.961190613333353,0.0,0.006,162.158,0.0
0.1530,1.0199076266667362,0.0,0.006,162.158,0.0
0.1581,1.0536846933329496,0.0,0.006,162.158,0.0
0.1631,1.0874525866665863,0.0,0.006,162.158,0.0
0.1682,1.1212142933330445,0.0,0.006,162.158,0.0
0.1740,1.159897599999719,0.0,0.006,162.158,0.0
0.1790,1.1936652800000047,0.0,0.006,162.158,0.0
0.1843,1.228878933332756,0.0,0.006,162.158,0.0
0.1894,1.2626542933329197,0.0,0.006,162.51,0.0
0.1960,1.3065546666666705,0.0,0.006,162.51,0.0
0.2010,1.3403234133329534,0.0,0.006,162.51,0.0
0.2075,1.3835347199998673,0.0,0.338,164.883,0.0
0.2160,1.4399391999995714,0.0,0.338,164.883,0.0
0.2211,1.4737160533331917,0.0,0.338,164.883,0.0
0.2261,1.5074805333332129,0.0,0.338,164.883,0.0
0.2312,1.5412413866662669,0.0,0.338,164.883,0.0
0.2363,1.5750344533330463,0.0,1.532,175.166,0.0
0.2417,1.6113109333332432,0.0,1.532,175.166,0.0
0.2468,1.645092266666476,0.0,1.532,175.166,0.0
0.2520,1.680191359999602,0.0,1.532,175.166,0.0
0.2571,1.7139624533327456,0.0,3.029,188.438,0.0
0.2630,1.7533397333333292,0.0,3.029,188.438,0.0
0.2681,1.7871118933332277,0.0,3.029,188.438,0.0
0.2731,1.8209081599995138,0.0,3.029,188.438,0.0
0.2782,1.8546756266664488,0.0,2.891,196.348,0.0
0.2870,1.9133190399998057,0.0,2.891,196.348,0.0
0.2921,1.9470914133330552,0.0,2.891,196.348,0.0
0.2971,1.9808558933330764,0.0,2.891,196.348,0.0
0.3022,2.0146163199994285,0.0,2.94,206.719,0.0
0.3091,2.060347093333045,0.0,2.94,206.719,0.0
0.3141,2.0941252266660135,0.0,2.94,206.719,0.0
0.3194,2.1292179199993675,0.0,2.94,206.719,0.0
0.3244,2.1629941333329348,0.0,3.89,221.396,0.0
0.3300,2.19999893333276,0.0,3.89,221.396,0.0
0.3351,2.2337717333327114,0.0,3.89,221.396,0.0
0.3401,2.26753386666663,0.0,3.89,221.396,0.0
0.3452,2.30129983999935,0.0,3.89,231.943,0.0
0.3506,2.337554773333371,0.0,3.89,231.943,0.0
0.3557,2.371322879999601,0.0,3.89,231.943,0.0
0.3608,2.40508479999941,0.0,3.89,231.943,0.0
0.3658,2.438848426666027,0.0,4.242,246.006,0.0
0.3713,2.4751163733329427,0.0,4.242,246.006,0.0
0.3763,2.5088853333333345,0.0,4.242,246.006,0.0
0.3814,2.5426833066664285,0.0,4.242,246.006,0.0
0.3867,2.5777779199999413,0.0,4.045,257.432,0.0
0.3921,2.613699199999549,0.0,4.045,257.432,0.0
0.3972,2.648317226666374,0.0,4.045,257.432,0.0
0.4023,2.682082986666501,0.0,4.045,257.432,0.0
0.4088,2.725273386666534,0.0,4.045,257.432,0.0
0.4139,2.7590442666663266,0.0,3.76,268.945,0.0
0.4193,2.7953203199998216,0.0,3.76,268.945,0.0
0.4244,2.829093759999826,0.0,3.76,268.945,0.0
0.4294,2.862855893332987,0.0,3.76,268.945,0.0
0.4345,2.8966143999999376,0.0,3.267,278.965,0.0
0.4430,2.9533036799997108,0.0,3.267,278.965,0.0
0.4481,2.987087786666507,0.0,3.267,278.965,0.0
0.4533,3.0222035199994934,0.0,3.267,278.965,0.0
0.4584,3.055977599999551,0.0,2.414,283.271,0.0
0.4650,3.1000275199994576,0.0,2.414,283.271,0.0
0.4701,3.1338077866666936,0.0,2.414,283.271,0.0
0.4751,3.1675720533333633,0.0,2.414,283.271,0.0
0.4802,3.201340586666295,0.0,2.22,291.357,0.0
0.4871,3.2470455466667163,0.0,2.22,291.357,0.0
0.4923,3.2816778666665414,0.0,2.22,291.357,0.0
0.4973,3.315451306666546,0.0,2.22,291.357,0.0
0.5024,3.3492164266666196,0.0,2.927,302.607,0.0
0.5100,3.4003293866665745,0.0,2.927,302.607,0.0
0.5151,3.43426389333293,0.0,2.927,302.607,0.0
0.5205,3.4697868799995986,0.0,2.927,302.607,0.0
0.5256,3.5036998399997783,0.0,2.778,309.199,0.0
0.5309,3.539414186666363,0.0,2.778,309.199,0.0
0.5361,3.5741789866665385,0.0,2.778,309.199,0.0
0.5412,3.6079686399997017,0.0,2.778,309.199,0.0
0.5463,3.641735679999935,0.0,2.778,309.199,0.0
0.5513,3.675499306666552,0.0,2.313,316.318,0.0
0.5568,3.7118350933330175,0.0,2.313,316.318,0.0
