image,charuco_id,observed_u,observed_v,projected_u,projected_v,error_px
images/frame_031.png,26,1038.923584,1016.696716,1039.265747,1016.423706,0.437733
images/frame_031.png,27,1112.334229,1016.371460,1112.086670,1016.314453,0.254037
images/frame_031.png,28,661.323303,1044.347900,661.345215,1044.385376,0.043411
images/frame_031.png,29,737.976929,1044.476440,737.496948,1044.297852,0.512128
images/frame_031.png,30,814.122009,1044.152222,813.797974,1044.210327,0.329204
images/frame_031.png,31,889.643677,1044.373413,890.248596,1044.122437,0.654917
images/frame_031.png,32,967.079956,1043.932983,966.849426,1044.034546,0.251911
images/frame_031.png,33,1043.835571,1043.925171,1043.600708,1043.946411,0.235822
images/frame_031.png,34,1120.240601,1044.179321,1120.503174,1043.858032,0.414935
images/frame_032.png,11,965.508301,969.266479,966.119019,969.426086,0.631229
images/frame_032.png,18,966.271729,991.943787,966.338013,991.795654,0.162286
images/frame_032.png,19,1035.543457,991.721191,1035.366821,991.670166,0.183858
images/frame_032.png,20,1104.282837,991.261108,1104.517822,991.544495,0.368138
images/frame_032.png,21,677.157104,1016.750610,677.184753,1016.967041,0.218190
images/frame_032.png,25,966.271912,1016.617249,966.580200,1016.532776,0.319652
images/frame_032.png,26,1039.365723,1016.593018,1039.265747,1016.423706,0.196625
images/frame_032.png,27,1112.314819,1016.325195,1112.086670,1016.314453,0.228402
images/frame_032.png,28,661.343384,1044.371704,661.345215,1044.385376,0.013794
images/frame_032.png,29,737.940063,1044.535645,737.496948,1044.297852,0.502888
images/frame_032.png,32,966.948425,1043.879150,966.849426,1044.034546,0.184251
images/frame_032.png,33,1043.846680,1043.876221,1043.600708,1043.946411,0.255790
images/frame_032.png,34,1121.036133,1044.124512,1120.503174,1043.858032,0.595866
images/frame_034.png,10,900.874023,969.254272,900.507019,969.564148,0.480328
images/frame_034.png,11,965.598328,969.395447,966.119019,969.426086,0.521592
images/frame_034.png,14,691.604126,992.900146,691.437683,992.295227,0.627400
images/frame_034.png,15,759.430969,992.072693,759.981140,992.170654,0.558824
images/frame_034.png,16,828.989746,992.501038,828.645508,992.045837,0.570708
images/frame_034.png,19,1035.571411,991.689392,1035.366821,991.670166,0.205491
images/frame_034.png,20,1103.909058,991.082703,1104.517822,991.544495,0.764098
images/frame_034.png,26,1040.453613,1016.460999,1039.265747,1016.423706,1.188451
images/frame_034.png,27,1112.232178,1016.279297,1112.086670,1016.314453,0.149695
images/frame_034.png,32,966.880371,1043.833008,966.849426,1044.034546,0.203900
images/frame_034.png,33,1043.833618,1043.960938,1043.600708,1043.946411,0.233363
images/frame_034.png,34,1120.992432,1044.121826,1120.503174,1043.858032,0.555842
images/frame_036.png,8,770.098755,970.147156,769.613281,969.839539,0.574729
images/frame_036.png,14,691.763428,992.882385,691.437683,992.295227,0.671464
images/frame_036.png,15,760.454468,992.196472,759.981140,992.170654,0.474031
images/frame_036.png,19,1035.441284,991.872253,1035.366821,991.670166,0.215370
images/frame_036.png,20,1103.994873,991.087219,1104.517822,991.544495,0.694677
images/frame_036.png,21,674.806091,1015.777405,677.184753,1016.967041,2.659562
images/frame_036.png,22,749.748779,1016.914307,749.332336,1016.858826,0.420122
images/frame_036.png,26,1039.254639,1016.699097,1039.265747,1016.423706,0.275615
images/frame_036.png,28,661.323120,1044.342285,661.345215,1044.385376,0.048425
images/frame_036.png,29,736.343994,1044.028076,737.496948,1044.297852,1.184095
images/frame_036.png,32,966.958435,1043.847656,966.849426,1044.034546,0.216358
images/frame_036.png,33,1043.785767,1043.940796,1043.600708,1043.946411,0.185144
images/frame_038.png,2,841.014893,949.599426,840.784973,949.395691,0.307199
images/frame_038.png,3,903.282593,949.170227,903.302368,949.247864,0.080116
images/frame_038.png,11,965.654236,969.254333,966.119019,969.426086,0.495502
images/frame_038.png,12,1031.676880,969.149353,1031.841431,969.287842,0.215072
images/frame_038.png,13,1097.604248,969.434326,1097.674561,969.149353,0.293519
images/frame_038.png,19,1035.538940,991.844360,1035.366821,991.670166,0.244885
images/frame_038.png,20,1104.123901,991.136230,1104.517822,991.544495,0.567321
images/frame_038.png,26,1039.347412,1016.668762,1039.265747,1016.423706,0.258305
images/frame_038.png,27,1112.204224,1016.324707,1112.086670,1016.314453,0.118000
images/frame_038.png,32,966.937805,1043.823242,966.849426,1044.034546,0.229042
images/frame_038.png,33,1043.812866,1043.915283,1043.600708,1043.946411,0.214430
images/frame_038.png,34,1120.378052,1044.230469,1120.503174,1043.858032,0.392892
images/frame_039.png,9,834.334167,969.600830,835.005249,969.701965,0.678660
images/frame_039.png,10,900.822632,969.370056,900.507019,969.564148,0.370517
images/frame_039.png,11,965.637634,969.367615,966.119019,969.426086,0.484922
images/frame_039.png,12,1031.692993,969.199219,1031.841431,969.287842,0.172881
images/frame_039.png,13,1097.707397,969.616394,1097.674561,969.149353,0.468194
images/frame_039.png,16,828.929199,992.502808,828.645508,992.045837,0.537869
images/frame_039.png,19,1035.336060,991.892944,1035.366821,991.670166,0.224892
images/frame_039.png,20,1104.211670,991.082275,1104.517822,991.544495,0.554415
images/frame_039.png,26,1039.336426,1016.566162,1039.265747,1016.423706,0.159026
images/frame_039.png,27,1112.229858,1016.231934,1112.086670,1016.314453,0.165265
images/frame_039.png,32,966.979431,1043.904297,966.849426,1044.034546,0.184027
images/frame_039.png,33,1043.874390,1043.944702,1043.600708,1043.946411,0.273687
images/frame_039.png,34,1120.166260,1044.173828,1120.503174,1043.858032,0.461777
