t_s,cmd_speed_cm_s,cmd_steer_deg,enc_speed_cm_s,enc_cmd_speed_cm_s,yaw_deg
0.0000,2.0662943522135414e-05,0.0,0.031,-2242.793,359.7
0.0742,0.4948234558105469,0.0,0.031,-2242.793,359.7
0.0793,0.5288187662760416,0.0,0.031,-2242.793,359.7
0.0844,0.5626440048217773,0.0,0.031,-2242.793,359.7
0.0895,0.5966393152872721,0.0,0.031,-2242.793,359.7
0.0960,0.6401602427164714,0.0,0.031,-2242.793,359.7
0.1017,0.6777350107828777,0.0,0.031,-2242.793,359.7
0.1083,0.721880594889323,0.0,0.031,-2242.793,359.7
0.1134,0.7563018798828125,0.0,0.031,-2242.793,359.7
0.1193,0.7951116561889648,0.0,0.031,-2242.793,359.7
0.1244,0.8291927973429363,0.0,0.031,-2242.793,359.7
0.1295,0.8631022771199544,0.0,0.031,-2242.793,359.7
0.1379,0.919324556986491,0.0,0.031,-2242.793,359.7
0.1430,0.953221321105957,0.0,0.031,-2242.793,359.7
0.1486,0.9905385971069336,0.0,0.031,-2242.793,359.7
0.1537,1.0247278213500977,0.0,0.031,-2242.881,359.7
0.1602,1.068137486775716,0.0,0.031,-2242.881,359.7
0.1656,1.1041021347045898,0.0,0.031,-2242.881,359.7
0.1707,1.138017972310384,0.0,0.031,-2242.881,359.7
0.1758,1.171892484029134,0.0,0.031,-2242.881,359.7
0.1809,1.2057987848917644,0.0,0.031,-2242.793,359.7
0.1869,1.2458117802937825,0.0,0.031,-2242.793,359.7
0.1920,1.2796974182128906,0.0,0.031,-2242.793,359.7
0.1970,1.3135655721028647,0.0,0.031,-2242.793,359.7
0.2026,1.3509686787923179,0.0,0.364,-2240.068,359.7
0.2104,1.4023828506469727,0.0,0.364,-2240.068,359.7
0.2154,1.4363272984822593,0.0,0.364,-2240.068,359.7
0.2205,1.4702129364013672,0.0,0.364,-2240.068,359.7
0.2256,1.5041033426920571,0.0,1.217,-2232.949,359.7
0.2316,1.5441401799519858,0.0,1.217,-2232.949,359.7
0.2367,1.5780162811279297,0.0,1.217,-2232.949,359.7
0.2418,1.6118828455607095,0.0,1.217,-2232.949,359.7
0.2469,1.6457573572794595,0.0,1.217,-2232.949,359.7
0.2519,1.6796143849690757,0.0,2.47,-2219.941,359.7
0.2590,1.7264636357625327,0.0,2.47,-2219.941,359.7
0.2641,1.7603683471679688,0.0,2.47,-2219.941,359.7
0.2691,1.7942571640014648,0.0,3.262,-2208.779,359.7
0.2768,1.845234235127767,0.0,3.262,-2208.779,359.7
0.2819,1.8792851765950522,0.0,3.262,-2208.779,359.7
0.2870,1.9133981068929038,0.0,3.262,-2208.779,359.7
0.2921,1.9473743438720703,0.0,3.536,-2197.969,359.7
0.2982,1.9877115885416665,0.0,3.536,-2197.969,359.7
0.3032,2.021621068318685,0.0,3.536,-2197.969,359.7
0.3127,2.0845492680867515,0.0,4.033,-2184.082,359.7
0.3188,2.1250263849894204,0.0,4.033,-2184.082,359.7
0.3238,2.158931096394857,0.0,4.033,-2184.082,359.7
0.3289,2.1927849451700845,0.0,4.033,-2184.082,359.7
0.3340,2.2266324361165366,0.0,4.133,-2170.107,359.7
0.3417,2.278127670288086,0.0,4.133,-2170.107,359.7
0.3468,2.31199582417806,0.0,4.133,-2170.107,359.7
0.3519,2.3458337783813477,0.0,4.133,-2170.107,359.7
0.3570,2.3796765009562173,0.0,4.133,-2159.033,359.7
0.3656,2.43742307027181,0.0,4.133,-2159.033,359.7
0.3707,2.471292813618978,0.0,4.133,-2159.033,359.7
0.3758,2.5051291783650713,0.0,3.538,-2150.42,359.7
0.3837,2.557802200317383,0.0,3.538,-2150.42,359.7
0.3887,2.5916608174641924,0.0,3.538,-2150.42,359.7
0.3938,2.6255003611246748,0.0,3.538,-2150.42,359.7
0.3989,2.659330368041992,0.0,2.951,-2141.807,359.7
0.4076,2.7176666259765625,0.0,2.951,-2141.807,359.7
0.4142,2.7614275614420576,0.0,2.951,-2141.807,359.7
0.4193,2.7953068415323896,0.0,3.372,-2130.117,359.7
0.4286,2.857503890991211,0.0,3.372,-2130.117,359.7
0.4337,2.891373634338379,0.0,3.372,-2130.117,359.7
0.4388,2.925230662027995,0.0,3.372,-2130.117,359.7
0.4439,2.9590702056884766,0.0,3.533,-2120.537,359.7
0.4499,2.9990530014038086,0.0,3.533,-2120.537,359.7
0.4549,3.032911618550618,0.0,3.533,-2120.537,359.7
0.4600,3.066752751668294,0.0,3.533,-2120.537,359.7
0.4651,3.100581169128418,0.0,2.893,-2112.363,359.7
0.4755,3.170078595479329,0.0,2.893,-2112.363,359.7
0.4806,3.2039372126261396,0.0,2.893,-2112.363,359.7
0.4857,3.237771987915039,0.0,2.91,-2104.189,359.7
0.4936,3.290363947550456,0.0,2.91,-2104.189,359.7
0.4986,3.32424799601237,0.0,2.91,-2104.189,359.7
0.5037,3.358093897501628,0.0,2.91,-2104.189,359.7
0.5107,3.404405911763509,0.0,2.956,-2094.082,359.7
0.5176,3.4508323669433594,0.0,2.956,-2094.082,359.7
0.5228,3.4850279490152998,0.0,2.956,-2094.082,359.7
0.5278,3.5189294815063477,0.0,2.956,-2094.082,359.7
0.5334,3.556259473164876,0.0,2.111,-2091.357,359.7
0.5394,3.5961516698201494,0.0,2.111,-2091.357,359.7
0.5445,3.630019823710124,0.0,2.111,-2091.357,359.7
0.5496,3.6638784408569336,0.0,2.111,-2091.357,359.7
0.5547,3.6977148056030273,0.0,2.152,-2082.744,359.7
0.5625,3.750092188517253,0.0,2.152,-2082.744,359.7
0.5676,3.7839476267496748,0.0,2.152,-2082.744,359.7
0.5727,3.8177887598673506,0.0,2.152,-2082.744,359.7
0.5778,3.8517379760742188,0.0,2.152,-2082.744,359.7
0.5846,3.897002538045247,0.0,2.978,-2069.912,359.7
0.5906,3.937109311421712,0.0,2.978,-2069.912,359.7
0.5956,3.970974286397298,0.0,2.978,-2069.912,359.7
0.6007,4.004810651143392,0.0,2.993,-2062.441,359.7
0.6086,4.057361284891765,0.0,2.993,-2062.441,359.7
0.6137,4.091320037841797,0.0,2.993,-2062.441,359.7
0.6188,4.125191370646159,0.0,2.993,-2062.441,359.7
0.6239,4.159032503763835,0.0,2.762,-2053.213,359.7
0.6314,4.209432601928711,0.0,2.762,-2053.213,359.7
0.6377,4.2510732014973955,0.0,2.762,-2053.213,359.7
0.6427,4.284968376159668,0.0,2.762,-2053.213,359.7
0.6478,4.318819046020508,0.0,3.335,-2040.029,359.7
0.6556,4.370473225911458,0.0,3.335,-2040.029,359.7
0.6607,4.404339790344238,0.0,3.335,-2040.029,359.7
0.6657,4.4382015864054365,0.0,3.335,-2040.029,359.7
0.6708,4.47206179300944,0.0,2.985,-2033.877,359.7
0.6768,4.512044588724772,0.0,2.985,-2033.877,359.7
0.6819,4.54591433207194,0.0,2.985,-2033.877,359.7
0.6870,4.579768180847168,0.0,2.408,-2027.9,359.7
0.6986,4.657090504964192,0.0,2.408,-2027.9,359.7
0.7036,4.690965016682942,0.0,2.408,-2027.9,359.7
0.7104,4.736294746398926,0.0,2.368,-2022.012,359.7
0.7164,4.77629025777181,0.0,2.368,-2022.012,359.7
0.7215,4.81016476949056,0.0,2.368,-2022.012,359.7
0.7266,4.84400749206543,0.0,2.368,-2022.012,359.7
0.7317,4.877842267354329,0.0,1.8,-2018.672,359.7
0.7377,4.917702674865723,0.0,1.8,-2018.672,359.7
0.7427,4.951566060384114,0.0,1.8,-2018.672,359.7
0.7483,4.988753000895183,0.0,1.8,-2018.672,359.7
0.7534,5.022617975870768,0.0,2.503,-2007.334,359.7
0.7605,5.069834391276041,0.0,2.503,-2007.334,359.7
0.7656,5.103718439737955,0.0,2.503,-2007.334,359.7
